student	question	course_page_number	unit_page_number	module_page_number	page_question_number	question_type	answered	correct	persisted
600b29e71e99fb7d9decf12b	5fc5eab0807e2b248309bfd3	130	128	5	18	HA_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eab0807e2b248309c189	96	94	4	12	AG_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eab1807e2b248309c303	96	94	4	26	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eab1807e2b248309c3f3	96	94	4	30	HA_Pulldown	1	0	1
600b29e71e99fb7d9decf12b	5fc5eab1807e2b248309c447	96	94	4	31	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eab1807e2b248309c48d	96	94	4	32	HA_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eab2807e2b248309c501	96	94	4	34	HA_Pulldown	1	0	1
600b29e71e99fb7d9decf12b	5fc5eab2807e2b248309c555	96	94	4	35	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea9d807e2b2483098479	11	9	1	11	AG_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea9d807e2b24830984b3	11	9	1	13	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea9d807e2b24830984c7	11	9	1	14	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea9e807e2b24830985cd	11	9	1	18	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea9e807e2b248309862d	11	9	1	19	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea9e807e2b24830986fa	11	9	1	23	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaa0807e2b2483098cb4	107	105	4	8	AG_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaa0807e2b2483098dbf	107	105	4	17	HA_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaa0807e2b2483098e1d	107	105	4	19	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaa0807e2b2483098e71	107	105	4	20	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaa0807e2b2483098ecf	107	105	4	21	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaa0807e2b2483098f23	107	105	4	22	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaa1807e2b2483098f8b	107	105	4	23	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaa6807e2b248309a1a1	26	24	4	0	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eaa7807e2b248309a299	26	24	4	3	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea99807e2b2483097826	60	58	3	1	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea99807e2b248309783a	60	58	3	2	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea9a807e2b2483097984	60	58	3	12	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea9a807e2b24830979c4	60	58	3	13	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5ea9a807e2b2483097a0c	60	58	3	14	HA_MC	1	0	1
